date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:30:58	7742/7742	---MCZ	200	added ('OK')	text/html	etag:W/%2216f401001ef0f0e39d057148b1a63cc1%22	https://support.ookla.com/hc/en-us	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us.html	(from )
23:31:00	428/428	---MCZ	200	added ('OK')	text/plain	etag:W/%2283f4aaae06ccf01c8899d1760c690442%22	https://support.ookla.com/robots.txt		(from )
23:31:00	91910/91910	---M-Z	200	added ('OK')	text/css	etag:%225a33c6ac-16706+gzip%22	http://p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css	(from https://support.ookla.com/hc/en-us)
23:31:01	43924/43924	---M-Z	200	added ('OK')	text/css	etag:W/%221ec54605853592490fc6eb8c2342fadb%22	http://p13.zdassets.com/hc/themes/129506/213867488/style-7e0d52207fcad1926c0e889e5c777db4.css?brand_id=3273006&locale=en-us	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/themes/129506/213867488/style-7e0d52207fcad1926c0e889e5c777db42e21.css	(from https://support.ookla.com/hc/en-us)
23:31:01	154/154	---M--	302	error ('Moved%20Temporarily')	text/html	etag:%2237cdd07b0058683bee4ed02341fccc73:1479341857%22	https://cloud.typography.com/7800252/7908972/css/fonts.css	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/cloud.typography.com/7800252/7908972/css/fonts.4.delayed	(from https://support.ookla.com/hc/en-us)
23:31:03	3110/3110	---M-Z	200	added ('OK')	text/javascript	etag:W/%226850ee7a3bd5e25e6bcef6d5739c582e%22	http://p13.zdassets.com/hc/themes/129506/213867488/script-7e0d52207fcad1926c0e889e5c777db4.js?brand_id=3273006&locale=en-us	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/themes/129506/213867488/script-7e0d52207fcad1926c0e889e5c777db42e21.js	(from https://support.ookla.com/hc/en-us)
23:31:04	93079/93079	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a1ec1f1-16b97%22	http://p13.zdassets.com/hc/assets/jquery-b60ddb79ff2563b75442a6bac88b00b5.js	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/jquery-b60ddb79ff2563b75442a6bac88b00b5.js	(from https://support.ookla.com/hc/en-us)
23:31:04	183140/183140	---MCZ	200	added ('OK')	text/css	etag:%222cb64-563f738b2bd98-gzip%22	https://www.ookla.com/fonts/519942/937932A6FB329E5FC.css	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/www.ookla.com/fonts/519942/937932A6FB329E5FC.css	(from https://support.ookla.com/hc/en-us)
23:31:04	7854/7854	---MCZ	200	added ('OK')	text/html	etag:W/%2248a0c2a434dc428ef40777f70c02db9e%22	https://support.ookla.com/hc/en-us/signin?return_to=https%3A%2F%2Fsupport.ookla.com%2Fhc%2Fen-us&locale=1	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/signin5153.html	(from https://support.ookla.com/hc/en-us)
23:31:05	10932/10932	---MCZ	200	added ('OK')	text/html	etag:W/%22055343bb2d24055a190871fc2c1ebab2%22	https://support.ookla.com/hc/en-us/categories/204419788-General	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/categories/204419788-General.html	(from https://support.ookla.com/hc/en-us)
23:31:06	16416/16416	---MCZ	200	added ('OK')	text/html	etag:W/%22ced00a5c0b11c35350b0957b32067d26%22	https://support.ookla.com/hc/en-us/categories/204419828-NetGauge	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/categories/204419828-NetGauge.html	(from https://support.ookla.com/hc/en-us)
23:31:07	9607/9607	---MCZ	200	added ('OK')	text/html	etag:W/%22dbcf176d2e87d01fa0a8a4fd7a1296d4%22	https://support.ookla.com/hc/en-us/categories/204419848-Speedtest-Intelligence	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/categories/204419848-Speedtest-Intelligence.html	(from https://support.ookla.com/hc/en-us)
23:31:07	16064/16064	---MCZ	200	added ('OK')	text/html	etag:W/%22793e8890498fea5bf0a3a7541df6cb7e%22	https://support.ookla.com/hc/en-us/categories/115000673327-Speedtest-Custom	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/categories/115000673327-Speedtest-Custom.html	(from https://support.ookla.com/hc/en-us)
23:31:09	13635/13635	---MCZ	200	added ('OK')	text/html	etag:W/%220b7851411fdecbaf25a95bc6c96c37a7%22	https://support.ookla.com/hc/en-us/categories/204419868-Speedtest-Servers	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/categories/204419868-Speedtest-Servers.html	(from https://support.ookla.com/hc/en-us)
23:31:11	73835/73835	---M--	200	added ('OK')	application/javascript	etag:%225a68aa0e-1206b%22	http://p13.zdassets.com/hc/assets/locales/en-us-81bc1ea51b70d411a7857e0f6f67df60.js	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/locales/en-us-81bc1ea51b70d411a7857e0f6f67df60.js	(from https://support.ookla.com/hc/en-us)
23:31:11	9052/9052	---MCZ	200	added ('OK')	text/javascript	etag:W/%220fd7bf47541e3f7a564929ea2b57ed45%22	https://ookla.zendesk.com/auth/v2/host.js	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/ookla.zendesk.com/auth/v2/host.js	(from https://support.ookla.com/hc/en-us)
23:31:11	1955/1955	---M-Z	200	added ('OK')	application/javascript	etag:W/%2259769257-7a3%22	https://p13.zdassets.com/assets/zendesk_pci_hc.v4.js	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/assets/zendesk_pci_hc.v4.js	(from https://support.ookla.com/hc/en-us)
23:31:21	240901/240901	---M--	200	added ('OK')	application/javascript	etag:%225a6f1d4f-3ad05%22	http://p13.zdassets.com/hc/assets/hc_enduser-99ecbf6c6034819f1a2d9f538431319f.js	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/hc_enduser-99ecbf6c6034819f1a2d9f538431319f.js	(from https://support.ookla.com/hc/en-us)
23:31:21	7182/7182	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Feb%202018%2022:31:11%20GMT	https://support.ookla.com/hc/tracking/events?locale=en-us	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/tracking/eventsba3c	(from https://support.ookla.com/hc/en-us)
23:31:22	7141/7141	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Feb%202018%2022:31:21%20GMT	https://support.ookla.com/hc/POST	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/POST	(from https://support.ookla.com/hc/en-us)
23:31:29	71396/71396	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a12edea-116e4%22	http://p13.zdassets.com/hc/assets/entypo-3abe7740fe6a52bc50b230991f869092.eot	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/entypo-3abe7740fe6a52bc50b230991f869092.eot	(from http://p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css)
23:31:30	113986/113986	---M--	200	added ('OK')	image/svg+xml	etag:%225a12b6d6-1bd42%22	http://p13.zdassets.com/hc/assets/entypo-871383d0cf0ec0b749040df783006519.svg	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/entypo-871383d0cf0ec0b749040df783006519.svg	(from http://p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css)
23:31:32	44624/44624	---M--	200	added ('OK')	application/font-woff	etag:%225a12b6d6-ae50%22	http://p13.zdassets.com/hc/assets/entypo-5adc1c49be0325a8cdac239d1b0b05ad.woff	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/entypo-5adc1c49be0325a8cdac239d1b0b05ad.woff	(from http://p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css)
23:31:32	434/434	---M--	200	added ('OK')	image/png	etag:%225a6b4436-1b2%22	http://p13.zdassets.com/hc/assets/agent-marker.png	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/agent-marker.png	(from http://p13.zdassets.com/hc/themes/129506/213867488/style-7e0d52207fcad1926c0e889e5c777db4.css?brand_id=3273006&locale=en-us)
23:31:32	9666/9666	---M--	200	added ('OK')	image/gif	etag:%225a6f3e58-25c2%22	http://p13.zdassets.com/hc/assets/loader.gif	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/loader.gif	(from http://p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css)
23:31:34	71228/71228	---M--	200	added ('OK')	application/octet-stream	etag:%225a12edea-1163c%22	http://p13.zdassets.com/hc/assets/entypo-d19e604cb2db8e8a56bd13031d6e2b32.ttf	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/entypo-d19e604cb2db8e8a56bd13031d6e2b32.ttf	(from http://p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css)
23:31:34	71396/71396	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a12edea-116e4%22	http://p13.zdassets.com/hc/assets/entypo-3abe7740fe6a52bc50b230991f869092.eot?	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/p13.zdassets.com/hc/assets/entypo-3abe7740fe6a52bc50b230991f869092d41d.eot	(from http://p13.zdassets.com/hc/assets/application-3b0b6df180f05e3fa954d2e4d90e4600.css)
23:31:34	8040/8040	---MCZ	200	added ('OK')	text/html	etag:W/%22c8b943f41dbd1f236857528cab29df89%22	https://support.ookla.com/hc/en-us/signin?return_to=https%3A%2F%2Fsupport.ookla.com%2Fhc%2Fen-us%2Fsignin%3Freturn_to%3Dhttps%253A%252F%252Fsupport.ookla.com%252Fhc%252Fen-us%26locale%3D1&locale=1	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/signinb5dc.html	(from https://support.ookla.com/hc/en-us/signin?return_to=https%3A%2F%2Fsupport.ookla.com%2Fhc%2Fen-us&locale=1)
23:31:36	7149/7149	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Feb%202018%2022:31:35%20GMT	https://support.ookla.com/hc/en-us/POST	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/POST.1a.delayed	(from https://support.ookla.com/hc/en-us/signin?return_to=https%3A%2F%2Fsupport.ookla.com%2Fhc%2Fen-us&locale=1)
23:31:38	7920/7920	---MCZ	200	added ('OK')	text/html	etag:W/%2237532a96dc231e215a7bdc06b9d27683%22	https://support.ookla.com/hc/en-us/signin?return_to=https%3A%2F%2Fsupport.ookla.com%2Fhc%2Fen-us%2Fcategories%2F204419788-General&locale=1	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/signina1a3.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:39	9866/9866	---MCZ	200	added ('OK')	text/html	etag:W/%22d967eff5127e6c57dd774361a122f9af%22	https://support.ookla.com/hc/en-us/sections/207030168-Frequently-Asked-Questions	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/sections/207030168-Frequently-Asked-Questions.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:41	14461/14461	---MCZ	200	added ('OK')	text/html	etag:W/%22bb1bbbe0a96569b6d887b9e277f36c20%22	https://support.ookla.com/hc/en-us/articles/234576508-Ookla-Hosted-Reporting	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576508-Ookla-Hosted-Reporting.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:42	12755/12755	---MCZ	200	added ('OK')	text/html	etag:W/%22fcdf0b3d0ab9f601b0730f211abb62b6%22	https://support.ookla.com/hc/en-us/articles/234576488-How-do-I-renew-and-update-my-license-key-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576488-How-do-I-renew-and-update-my-license-key-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:43	13930/13930	---MCZ	200	added ('OK')	text/html	etag:W/%221f2e172c769f7c4c68d85c8c4a44bb57%22	https://support.ookla.com/hc/en-us/articles/234576468-Will-Ookla-develop-Speedtest-net-or-Applications-for-other-platforms-such-as-Blackberry-10-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576468-Will-Ookla-develop-Speedtest-net-or-Applications-for-other-platforms-such-as-Blackberry-10-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:44	12059/12059	---MCZ	200	added ('OK')	text/html	etag:W/%2269e9dd88d7528c217d30a5884c5c274a%22	https://support.ookla.com/hc/en-us/articles/234576428-When-does-my-license-expire-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576428-When-does-my-license-expire-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:45	13521/13521	---MCZ	200	added ('OK')	text/html	etag:W/%22cd4770eb1a894855cc88dbe5863a8647%22	https://support.ookla.com/hc/en-us/articles/234576388-What-do-I-need-to-provide-Ookla-for-a-basic-branded-Application-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576388-What-do-I-need-to-provide-Ookla-for-a-basic-branded-Application-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:46	13349/13349	---MCZ	200	added ('OK')	text/html	etag:W/%22b7b4cdb0fc9ceda44a4c41860056e223%22	https://support.ookla.com/hc/en-us/articles/234576408-Multiple-Test-Servers-What-s-the-difference-and-how-does-it-work-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576408-Multiple-Test-Servers-What-s-the-difference-and-how-does-it-work-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:46	8351/8351	---MCZ	200	added ('OK')	text/html	etag:W/%222bc8253604d3955822202799646a19ba%22	https://support.ookla.com/hc/en-us/sections/207030188-Billing	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/sections/207030188-Billing.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:47	11672/11672	---MCZ	200	added ('OK')	text/html	etag:W/%228a3b1cc4c69f82fa593dd08f0ae5ed31%22	https://support.ookla.com/hc/en-us/articles/234576568-How-can-I-pay-by-Credit-Card-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576568-How-can-I-pay-by-Credit-Card-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:48	11344/11344	---MCZ	200	added ('OK')	text/html	etag:W/%22bf9612d23b875a8c24ab19deabb0ce3d%22	https://support.ookla.com/hc/en-us/articles/234576548-How-can-I-pay-by-Bank-Wire-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576548-How-can-I-pay-by-Bank-Wire-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:49	11842/11842	---MCZ	200	added ('OK')	text/html	etag:W/%22416b760485bfd3e4df4484b8f27bb74c%22	https://support.ookla.com/hc/en-us/articles/234576528-Why-have-I-not-received-an-Invoice-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576528-Why-have-I-not-received-an-Invoice-.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:51	8114/8114	---MCZ	200	added ('OK')	text/html	etag:W/%22f3563a6889802a523513cbaf44bafa1e%22	https://support.ookla.com/hc/en-us/sections/207030208-Secure-Information	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/sections/207030208-Secure-Information.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:52	12687/12687	---MCZ	200	added ('OK')	text/html	etag:W/%222e3ec9ba601f98a0e7f17c54f0cea768%22	https://support.ookla.com/hc/en-us/articles/234576608-Bank-Wire-and-ACH-Details	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234576608-Bank-Wire-and-ACH-Details.html	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:53	7328/7328	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2002%20Feb%202018%2022:31:52%20GMT	https://support.ookla.com/hc/en-us/categories/POST	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/categories/POST	(from https://support.ookla.com/hc/en-us/categories/204419788-General)
23:31:54	7922/7922	---MCZ	200	added ('OK')	text/html	etag:W/%22dd04dc12a85714c34a7845f385ce421e%22	https://support.ookla.com/hc/en-us/signin?return_to=https%3A%2F%2Fsupport.ookla.com%2Fhc%2Fen-us%2Fcategories%2F204419828-NetGauge&locale=1	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/signin1174.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:31:55	9363/9363	---MCZ	200	added ('OK')	text/html	etag:W/%2214980f26c4b77fe8d1c0e1ac7845fd64%22	https://support.ookla.com/hc/en-us/sections/207030328-General	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/sections/207030328-General.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:31:56	16175/16175	---MCZ	200	added ('OK')	text/html	etag:W/%224a3f5b07e28a4582d33a02b40b8558b7%22	https://support.ookla.com/hc/en-us/articles/234577448-NetGauge-Upgrade-from-Speedtest-or-Line-Quality-Test	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577448-NetGauge-Upgrade-from-Speedtest-or-Line-Quality-Test.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:31:56	16306/16306	---MCZ	200	added ('OK')	text/html	etag:W/%22819a5b7ca9e0ccfa390ee6b8704b4feb%22	https://support.ookla.com/hc/en-us/articles/234577408-NetGauge-What-s-New-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577408-NetGauge-What-s-New-.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:31:57	14086/14086	---MCZ	200	added ('OK')	text/html	etag:W/%228bd338cf0cd0435cd7fc11d6f9191116%22	https://support.ookla.com/hc/en-us/articles/234577548-NetGauge-How-Can-I-Measure-1Gbps-Speeds-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577548-NetGauge-How-Can-I-Measure-1Gbps-Speeds-.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:31:59	13098/13098	---MCZ	200	added ('OK')	text/html	etag:W/%22db519ca1920bde700bafc5f194ef8757%22	https://support.ookla.com/hc/en-us/articles/234577528-Licensing-Overview	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577528-Licensing-Overview.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:00	12771/12771	---MCZ	200	added ('OK')	text/html	etag:W/%22562912d6d9ab74afccae54494e68ebb1%22	https://support.ookla.com/hc/en-us/articles/234577488-How-do-I-determine-the-version-of-my-NetGauge-client-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577488-How-do-I-determine-the-version-of-my-NetGauge-client-.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:00	13554/13554	---MCZ	200	added ('OK')	text/html	etag:W/%2223ee7ff071f9a2b82ff8dbed65f4c9f9%22	https://support.ookla.com/hc/en-us/articles/234577468-NetGauge-Server-Client-Requirements	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577468-NetGauge-Server-Client-Requirements.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:01	9054/9054	---MCZ	200	added ('OK')	text/html	etag:W/%22de26b8eb23020eac7356d94f87894806%22	https://support.ookla.com/hc/en-us/sections/207030348-Installation	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/sections/207030348-Installation.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:02	15333/15333	---MCZ	200	added ('OK')	text/html	etag:W/%2206a9b25545b85ce1c3e23abc4db25abd%22	https://support.ookla.com/hc/en-us/articles/234577668-NetGauge-Installation-Overview	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577668-NetGauge-Installation-Overview.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:03	12974/12974	---MCZ	200	added ('OK')	text/html	etag:W/%22615d6ca7fad414f0dd4a7f533140c91a%22	https://support.ookla.com/hc/en-us/articles/234577648-NetGauge-Linux-Startup-Script-Options	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577648-NetGauge-Linux-Startup-Script-Options.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:04	17037/17037	---MCZ	200	added ('OK')	text/html	etag:W/%22d0fc6a72fd04c52d7a40f9f6f473d974%22	https://support.ookla.com/hc/en-us/articles/234577628-NetGauge-Server-Daemon-Manual-Installation-Windows-Linux-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577628-NetGauge-Server-Daemon-Manual-Installation-Windows-Linux-.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:05	14630/14630	---MCZ	200	added ('OK')	text/html	etag:W/%22c15676ae20e539dbb8de37d5ce96cfc5%22	https://support.ookla.com/hc/en-us/articles/234577608-NetGauge-Windows-Daemon-Installation-Registered-Service-	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577608-NetGauge-Windows-Daemon-Installation-Registered-Service-.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:06	19568/19568	---MCZ	200	added ('OK')	text/html	etag:W/%22be43aca7ec73f2616d6b47e9a65df775%22	https://support.ookla.com/hc/en-us/articles/234577568-NetGauge-Client-Installation-Configuration	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577568-NetGauge-Client-Installation-Configuration.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:07	17768/17768	---MCZ	200	added ('OK')	text/html	etag:W/%226b9daa1344426eb11aabd5bebcb05d59%22	https://support.ookla.com/hc/en-us/articles/234577588-NetGauge-Linux-Unix-Server-Daemon-Installation	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577588-NetGauge-Linux-Unix-Server-Daemon-Installation.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:08	10680/10680	---MCZ	200	added ('OK')	text/html	etag:W/%225195a0a8c768585a744356fee7b78429%22	https://support.ookla.com/hc/en-us/sections/207030368-Configuration	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/sections/207030368-Configuration.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:09	15014/15014	---MCZ	200	added ('OK')	text/html	etag:W/%22be5a0c5d0225470fe02d7eeea588430d%22	https://support.ookla.com/hc/en-us/articles/234578068-Dynamic-Configuration	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234578068-Dynamic-Configuration.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:13	12503/12503	---MCZ	200	added ('OK')	text/html	etag:W/%221cddfb1bd18efb5765ae517dd7d711f0%22	https://support.ookla.com/hc/en-us/articles/234578048-Shareable-Results	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234578048-Shareable-Results.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:14	12665/12665	---MCZ	200	added ('OK')	text/html	etag:W/%22fe73bd565ac7252dea7b4505f2695847%22	https://support.ookla.com/hc/en-us/articles/234578028-Displaying-IPv6-Addresses	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234578028-Displaying-IPv6-Addresses.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:20	15662/15662	---MCZ	200	added ('OK')	text/html	etag:W/%22f60b2b745038331957fc8c41d4735551%22	https://support.ookla.com/hc/en-us/articles/234578008-IP-Address-Display-Options	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234578008-IP-Address-Display-Options.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:21	17220/17220	---MCZ	200	added ('OK')	text/html	etag:W/%22c5c8be4c2c884a122142cc4ae6b52c90%22	https://support.ookla.com/hc/en-us/articles/234577968-NetGauge-Tutorial-Creating-a-dynamic-test-page-using-JavaScript	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577968-NetGauge-Tutorial-Creating-a-dynamic-test-page-using-JavaScript.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:21	15505/15505	---MCZ	200	added ('OK')	text/html	etag:W/%2210e0af7fdd554a6fa5fa5fce486ebfa1%22	https://support.ookla.com/hc/en-us/articles/234577908-NetGauge-OoklaServer-properties-Default-Configuration	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/articles/234577908-NetGauge-OoklaServer-properties-Default-Configuration.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
23:32:22	10618/10618	---MCZ	200	added ('OK')	text/html	etag:W/%2219124e281d2616574949a407dd81b689%22	https://support.ookla.com/hc/en-us/sections/207030388-Troubleshooting	Z:/SPEEDTEST/Documentation/Ookla%20SpeedTest%20Documentation/support.ookla.com/hc/en-us/sections/207030388-Troubleshooting.html	(from https://support.ookla.com/hc/en-us/categories/204419828-NetGauge)
